sgRNA,Rank,Region,Entropy
sgRNA_29,rank06,SL1,1.6322869955156951
sgRNA_29,rank06,SL2,1.407564766839378
sgRNA_29,rank06,SL3,-0.3502061855670103
sgRNA_29,rank06,TL,1.822295918367347
sgRNA_29,rank06,spacer,1.6105477308294212
sgRNA_29,rank07,SL1,1.6322869955156951
sgRNA_29,rank07,SL2,1.407564766839378
sgRNA_29,rank07,SL3,-0.3502061855670103
sgRNA_29,rank07,TL,1.822295918367347
sgRNA_29,rank07,spacer,1.6105477308294212
sgRNA_3,rank01,SL1,2.5206726457399102
sgRNA_3,rank01,SL2,1.9381347150259067
sgRNA_3,rank01,SL3,0.6622680412371135
sgRNA_3,rank01,TL,1.9919897959183674
sgRNA_3,rank01,spacer,2.6038073394495416
sgRNA_3,rank02,SL1,2.5206726457399102
sgRNA_3,rank02,SL2,1.9381347150259067
sgRNA_3,rank02,SL3,0.6622680412371135
sgRNA_3,rank02,TL,1.9919897959183674
sgRNA_3,rank02,spacer,2.6038073394495416
sgRNA_3,rank03,SL1,2.5206726457399102
sgRNA_3,rank03,SL2,1.9381347150259067
sgRNA_3,rank03,SL3,0.6622680412371135
sgRNA_3,rank03,TL,1.9919897959183674
sgRNA_3,rank03,spacer,2.6038073394495416
sgRNA_3,rank04,SL1,2.5206726457399102
sgRNA_3,rank04,SL2,1.9381347150259067
sgRNA_3,rank04,SL3,0.6622680412371135
sgRNA_3,rank04,TL,1.9919897959183674
sgRNA_3,rank04,spacer,2.6038073394495416
sgRNA_3,rank05,SL1,2.5206726457399102
sgRNA_3,rank05,SL2,1.9381347150259067
sgRNA_3,rank05,SL3,0.6622680412371135
sgRNA_3,rank05,TL,1.9919897959183674
sgRNA_3,rank05,spacer,2.6038073394495416
sgRNA_3,rank06,SL1,2.5206726457399102
sgRNA_3,rank06,SL2,1.9381347150259067
sgRNA_3,rank06,SL3,0.6622680412371135
sgRNA_3,rank06,TL,1.9919897959183674
sgRNA_3,rank06,spacer,2.6038073394495416
sgRNA_3,rank07,SL1,2.5206726457399102
sgRNA_3,rank07,SL2,1.9381347150259067
sgRNA_3,rank07,SL3,0.6622680412371135
sgRNA_3,rank07,TL,1.9919897959183674
sgRNA_3,rank07,spacer,2.6038073394495416
sgRNA_3,rank08,SL1,2.5206726457399102
sgRNA_3,rank08,SL2,1.9381347150259067
sgRNA_3,rank08,SL3,0.6622680412371135
sgRNA_3,rank08,TL,1.9919897959183674
sgRNA_3,rank08,spacer,2.6038073394495416
sgRNA_3,rank09,SL1,2.5206726457399102
sgRNA_3,rank09,SL2,1.9381347150259067
sgRNA_3,rank09,SL3,0.6622680412371135
sgRNA_3,rank09,TL,1.9919897959183674
sgRNA_3,rank09,spacer,2.6038073394495416
sgRNA_3,rank10,SL1,2.5206726457399102
sgRNA_3,rank10,SL2,1.9381347150259067
sgRNA_3,rank10,SL3,0.6622680412371135
sgRNA_3,rank10,TL,1.9919897959183674
sgRNA_3,rank10,spacer,2.6038073394495416
sgRNA_3,rank11,SL1,2.5206726457399102
sgRNA_3,rank11,SL2,1.9381347150259067
sgRNA_3,rank11,SL3,0.6622680412371135
sgRNA_3,rank11,TL,1.9919897959183674
sgRNA_3,rank11,spacer,2.6038073394495416
sgRNA_3,rank12,SL1,2.5206726457399102
sgRNA_3,rank12,SL2,1.9381347150259067
sgRNA_3,rank12,SL3,0.6622680412371135
sgRNA_3,rank12,TL,1.9919897959183674
sgRNA_3,rank12,spacer,2.6038073394495416
sgRNA_30,rank01,SL1,1.9204932735426008
sgRNA_30,rank01,SL2,1.7792746113989637
sgRNA_30,rank01,SL3,0.0
sgRNA_30,rank01,TL,0.574234693877551
sgRNA_30,rank01,spacer,1.843410138248848
sgRNA_30,rank02,SL1,1.9204932735426008
sgRNA_30,rank02,SL2,1.7792746113989637
sgRNA_30,rank02,SL3,0.0
sgRNA_30,rank02,TL,0.574234693877551
sgRNA_30,rank02,spacer,1.843410138248848
sgRNA_30,rank03,SL1,1.9204932735426008
sgRNA_30,rank03,SL2,1.7792746113989637
sgRNA_30,rank03,SL3,0.0
sgRNA_30,rank03,TL,0.574234693877551
sgRNA_30,rank03,spacer,1.843410138248848
sgRNA_30,rank04,SL1,1.9204932735426008
sgRNA_30,rank04,SL2,1.7792746113989637
sgRNA_30,rank04,SL3,0.0
sgRNA_30,rank04,TL,0.574234693877551
sgRNA_30,rank04,spacer,1.843410138248848
sgRNA_30,rank05,SL1,1.9204932735426008
sgRNA_30,rank05,SL2,1.7792746113989637
sgRNA_30,rank05,SL3,0.0
sgRNA_30,rank05,TL,0.574234693877551
sgRNA_30,rank05,spacer,1.843410138248848
sgRNA_30,rank06,SL1,1.9204932735426008
sgRNA_30,rank06,SL2,1.7792746113989637
sgRNA_30,rank06,SL3,0.0
sgRNA_30,rank06,TL,0.574234693877551
sgRNA_30,rank06,spacer,1.843410138248848
sgRNA_30,rank07,SL1,1.9204932735426008
sgRNA_30,rank07,SL2,1.7792746113989637
sgRNA_30,rank07,SL3,0.0
sgRNA_30,rank07,TL,0.574234693877551
sgRNA_30,rank07,spacer,1.843410138248848
sgRNA_30,rank08,SL1,1.9204932735426008
sgRNA_30,rank08,SL2,1.7792746113989637
sgRNA_30,rank08,SL3,0.0
sgRNA_30,rank08,TL,0.574234693877551
sgRNA_30,rank08,spacer,1.843410138248848
sgRNA_30,rank09,SL1,1.9204932735426008
sgRNA_30,rank09,SL2,1.7792746113989637
sgRNA_30,rank09,SL3,0.0
sgRNA_30,rank09,TL,0.574234693877551
sgRNA_30,rank09,spacer,1.843410138248848
sgRNA_30,rank10,SL1,1.9204932735426008
sgRNA_30,rank10,SL2,1.7792746113989637
sgRNA_30,rank10,SL3,0.0
sgRNA_30,rank10,TL,0.574234693877551
sgRNA_30,rank10,spacer,1.843410138248848
sgRNA_30,rank11,SL1,1.9204932735426008
sgRNA_30,rank11,SL2,1.7792746113989637
sgRNA_30,rank11,SL3,0.0
sgRNA_30,rank11,TL,0.574234693877551
sgRNA_30,rank11,spacer,1.843410138248848
sgRNA_30,rank12,SL1,1.9204932735426008
sgRNA_30,rank12,SL2,1.7792746113989637
sgRNA_30,rank12,SL3,0.0
sgRNA_30,rank12,TL,0.574234693877551
sgRNA_30,rank12,spacer,1.843410138248848
sgRNA_30,rank13,SL1,1.9204932735426008
sgRNA_30,rank13,SL2,1.7792746113989637
sgRNA_30,rank13,SL3,0.0
sgRNA_30,rank13,TL,0.574234693877551
sgRNA_30,rank13,spacer,1.843410138248848
sgRNA_31,rank01,SL1,1.862286995515695
sgRNA_31,rank01,SL2,2.2261658031088083
sgRNA_31,rank01,SL3,-0.35051546391752575
sgRNA_31,rank01,TL,-0.336734693877551
sgRNA_31,rank01,spacer,2.2198435054773085
sgRNA_31,rank02,SL1,1.862286995515695
sgRNA_31,rank02,SL2,2.2261658031088083
sgRNA_31,rank02,SL3,-0.35051546391752575
sgRNA_31,rank02,TL,-0.336734693877551
sgRNA_31,rank02,spacer,2.2198435054773085
sgRNA_31,rank03,SL1,1.862286995515695
sgRNA_31,rank03,SL2,2.2261658031088083
sgRNA_31,rank03,SL3,-0.35051546391752575
sgRNA_31,rank03,TL,-0.336734693877551
sgRNA_31,rank03,spacer,2.2198435054773085
sgRNA_31,rank04,SL1,1.862286995515695
sgRNA_31,rank04,SL2,2.2261658031088083
sgRNA_31,rank04,SL3,-0.35051546391752575
sgRNA_31,rank04,TL,-0.336734693877551
sgRNA_31,rank04,spacer,2.2198435054773085
sgRNA_31,rank05,SL1,1.862286995515695
sgRNA_31,rank05,SL2,2.2261658031088083
sgRNA_31,rank05,SL3,-0.35051546391752575
sgRNA_31,rank05,TL,-0.336734693877551
sgRNA_31,rank05,spacer,2.2198435054773085
sgRNA_31,rank06,SL1,1.862286995515695
sgRNA_31,rank06,SL2,2.2261658031088083
sgRNA_31,rank06,SL3,-0.35051546391752575
sgRNA_31,rank06,TL,-0.336734693877551
sgRNA_31,rank06,spacer,2.2198435054773085
sgRNA_31,rank07,SL1,1.862286995515695
sgRNA_31,rank07,SL2,2.2261658031088083
sgRNA_31,rank07,SL3,-0.35051546391752575
sgRNA_31,rank07,TL,-0.336734693877551
sgRNA_31,rank07,spacer,2.2198435054773085
sgRNA_31,rank08,SL1,1.862286995515695
sgRNA_31,rank08,SL2,2.2261658031088083
sgRNA_31,rank08,SL3,-0.35051546391752575
sgRNA_31,rank08,TL,-0.336734693877551
sgRNA_31,rank08,spacer,2.2198435054773085
sgRNA_32,rank01,SL1,2.630448430493274
sgRNA_32,rank01,SL2,2.3152331606217613
sgRNA_32,rank01,SL3,1.3761855670103094
sgRNA_32,rank01,TL,1.0521938775510205
sgRNA_32,rank01,spacer,2.5571762870514823
sgRNA_32,rank02,SL1,2.630448430493274
sgRNA_32,rank02,SL2,2.3152331606217613
sgRNA_32,rank02,SL3,1.3761855670103094
sgRNA_32,rank02,TL,1.0521938775510205
sgRNA_32,rank02,spacer,2.5571762870514823
sgRNA_32,rank03,SL1,2.630448430493274
sgRNA_32,rank03,SL2,2.3152331606217613
sgRNA_32,rank03,SL3,1.3761855670103094
sgRNA_32,rank03,TL,1.0521938775510205
sgRNA_32,rank03,spacer,2.5571762870514823
sgRNA_32,rank04,SL1,2.630448430493274
sgRNA_32,rank04,SL2,2.3152331606217613
sgRNA_32,rank04,SL3,1.3761855670103094
sgRNA_32,rank04,TL,1.0521938775510205
sgRNA_32,rank04,spacer,2.5571762870514823
sgRNA_32,rank05,SL1,2.630448430493274
sgRNA_32,rank05,SL2,2.3152331606217613
sgRNA_32,rank05,SL3,1.3761855670103094
sgRNA_32,rank05,TL,1.0521938775510205
sgRNA_32,rank05,spacer,2.5571762870514823
sgRNA_32,rank06,SL1,2.630448430493274
sgRNA_32,rank06,SL2,2.3152331606217613
sgRNA_32,rank06,SL3,1.3761855670103094
sgRNA_32,rank06,TL,1.0521938775510205
sgRNA_32,rank06,spacer,2.5571762870514823
sgRNA_32,rank07,SL1,2.630448430493274
sgRNA_32,rank07,SL2,2.3152331606217613
sgRNA_32,rank07,SL3,1.3761855670103094
sgRNA_32,rank07,TL,1.0521938775510205
sgRNA_32,rank07,spacer,2.5571762870514823
sgRNA_32,rank08,SL1,2.630448430493274
sgRNA_32,rank08,SL2,2.3152331606217613
sgRNA_32,rank08,SL3,1.3761855670103094
sgRNA_32,rank08,TL,1.0521938775510205
sgRNA_32,rank08,spacer,2.5571762870514823
sgRNA_32,rank09,SL1,2.630448430493274
sgRNA_32,rank09,SL2,2.3152331606217613
sgRNA_32,rank09,SL3,1.3761855670103094
sgRNA_32,rank09,TL,1.0521938775510205
sgRNA_32,rank09,spacer,2.5571762870514823
sgRNA_32,rank10,SL1,2.630448430493274
sgRNA_32,rank10,SL2,2.3152331606217613
sgRNA_32,rank10,SL3,1.3761855670103094
sgRNA_32,rank10,TL,1.0521938775510205
sgRNA_32,rank10,spacer,2.5571762870514823
sgRNA_32,rank11,SL1,2.630448430493274
sgRNA_32,rank11,SL2,2.3152331606217613
sgRNA_32,rank11,SL3,1.3761855670103094
sgRNA_32,rank11,TL,1.0521938775510205
sgRNA_32,rank11,spacer,2.5571762870514823
sgRNA_32,rank12,SL1,2.630448430493274
sgRNA_32,rank12,SL2,2.3152331606217613
sgRNA_32,rank12,SL3,1.3761855670103094
sgRNA_32,rank12,TL,1.0521938775510205
sgRNA_32,rank12,spacer,2.5571762870514823
sgRNA_33,rank01,SL1,1.9338116591928252
sgRNA_33,rank01,SL2,1.5095336787564766
sgRNA_33,rank01,SL3,0.6435051546391752
sgRNA_33,rank01,TL,2.323775510204082
sgRNA_33,rank01,spacer,1.8926708074534164
sgRNA_33,rank02,SL1,1.9338116591928252
sgRNA_33,rank02,SL2,1.5095336787564766
sgRNA_33,rank02,SL3,0.6435051546391752
sgRNA_33,rank02,TL,2.323775510204082
sgRNA_33,rank02,spacer,1.8926708074534164
sgRNA_33,rank03,SL1,1.9338116591928252
sgRNA_33,rank03,SL2,1.5095336787564766
sgRNA_33,rank03,SL3,0.6435051546391752
sgRNA_33,rank03,TL,2.323775510204082
sgRNA_33,rank03,spacer,1.8926708074534164
sgRNA_33,rank04,SL1,1.9338116591928252
sgRNA_33,rank04,SL2,1.5095336787564766
sgRNA_33,rank04,SL3,0.6435051546391752
sgRNA_33,rank04,TL,2.323775510204082
sgRNA_33,rank04,spacer,1.8926708074534164
sgRNA_33,rank05,SL1,1.9338116591928252
sgRNA_33,rank05,SL2,1.5095336787564766
sgRNA_33,rank05,SL3,0.6435051546391752
sgRNA_33,rank05,TL,2.323775510204082
sgRNA_33,rank05,spacer,1.8926708074534164
sgRNA_33,rank06,SL1,1.9338116591928252
sgRNA_33,rank06,SL2,1.5095336787564766
sgRNA_33,rank06,SL3,0.6435051546391752
sgRNA_33,rank06,TL,2.323775510204082
sgRNA_33,rank06,spacer,1.8926708074534164
sgRNA_33,rank07,SL1,1.9338116591928252
sgRNA_33,rank07,SL2,1.5095336787564766
sgRNA_33,rank07,SL3,0.6435051546391752
sgRNA_33,rank07,TL,2.323775510204082
sgRNA_33,rank07,spacer,1.8926708074534164
sgRNA_33,rank08,SL1,1.9338116591928252
sgRNA_33,rank08,SL2,1.5095336787564766
sgRNA_33,rank08,SL3,0.6435051546391752
sgRNA_33,rank08,TL,2.323775510204082
sgRNA_33,rank08,spacer,1.8926708074534164
sgRNA_33,rank09,SL1,1.9338116591928252
sgRNA_33,rank09,SL2,1.5095336787564766
sgRNA_33,rank09,SL3,0.6435051546391752
sgRNA_33,rank09,TL,2.323775510204082
sgRNA_33,rank09,spacer,1.8926708074534164
sgRNA_33,rank10,SL1,1.9338116591928252
sgRNA_33,rank10,SL2,1.5095336787564766
sgRNA_33,rank10,SL3,0.6435051546391752
sgRNA_33,rank10,TL,2.323775510204082
sgRNA_33,rank10,spacer,1.8926708074534164
sgRNA_34,rank01,SL1,1.8307174887892377
sgRNA_34,rank01,SL2,2.1146113989637305
sgRNA_34,rank01,SL3,-0.030927835051546393
sgRNA_34,rank01,TL,2.0201530612244896
sgRNA_34,rank01,spacer,2.3356346749226007
sgRNA_34,rank02,SL1,1.8307174887892377
sgRNA_34,rank02,SL2,2.1146113989637305
sgRNA_34,rank02,SL3,-0.030927835051546393
sgRNA_34,rank02,TL,2.0201530612244896
sgRNA_34,rank02,spacer,2.3356346749226007
sgRNA_34,rank03,SL1,1.8307174887892377
sgRNA_34,rank03,SL2,2.1146113989637305
sgRNA_34,rank03,SL3,-0.030927835051546393
sgRNA_34,rank03,TL,2.0201530612244896
sgRNA_34,rank03,spacer,2.3356346749226007
sgRNA_34,rank04,SL1,1.8307174887892377
sgRNA_34,rank04,SL2,2.1146113989637305
sgRNA_34,rank04,SL3,-0.030927835051546393
sgRNA_34,rank04,TL,2.0201530612244896
sgRNA_34,rank04,spacer,2.3356346749226007
sgRNA_34,rank05,SL1,1.8307174887892377
sgRNA_34,rank05,SL2,2.1146113989637305
sgRNA_34,rank05,SL3,-0.030927835051546393
sgRNA_34,rank05,TL,2.0201530612244896
sgRNA_34,rank05,spacer,2.3356346749226007
sgRNA_34,rank06,SL1,1.8307174887892377
sgRNA_34,rank06,SL2,2.1146113989637305
sgRNA_34,rank06,SL3,-0.030927835051546393
sgRNA_34,rank06,TL,2.0201530612244896
sgRNA_34,rank06,spacer,2.3356346749226007
sgRNA_34,rank07,SL1,1.8307174887892377
sgRNA_34,rank07,SL2,2.1146113989637305
sgRNA_34,rank07,SL3,-0.030927835051546393
sgRNA_34,rank07,TL,2.0201530612244896
sgRNA_34,rank07,spacer,2.3356346749226007
sgRNA_34,rank08,SL1,1.8307174887892377
sgRNA_34,rank08,SL2,2.1146113989637305
sgRNA_34,rank08,SL3,-0.030927835051546393
sgRNA_34,rank08,TL,2.0201530612244896
sgRNA_34,rank08,spacer,2.3356346749226007
sgRNA_34,rank09,SL1,1.8307174887892377
sgRNA_34,rank09,SL2,2.1146113989637305
sgRNA_34,rank09,SL3,-0.030927835051546393
sgRNA_34,rank09,TL,2.0201530612244896
sgRNA_34,rank09,spacer,2.3356346749226007
sgRNA_34,rank10,SL1,1.8307174887892377
sgRNA_34,rank10,SL2,2.1146113989637305
sgRNA_34,rank10,SL3,-0.030927835051546393
sgRNA_34,rank10,TL,2.0201530612244896
sgRNA_34,rank10,spacer,2.3356346749226007
sgRNA_34,rank11,SL1,1.8307174887892377
sgRNA_34,rank11,SL2,2.1146113989637305
sgRNA_34,rank11,SL3,-0.030927835051546393
sgRNA_34,rank11,TL,2.0201530612244896
sgRNA_34,rank11,spacer,2.3356346749226007
sgRNA_35,rank01,SL1,2.410134529147982
sgRNA_35,rank01,SL2,1.4748704663212433
sgRNA_35,rank01,SL3,0.21422680412371134
sgRNA_35,rank01,TL,1.981938775510204
sgRNA_35,rank01,spacer,2.351648522550544
sgRNA_35,rank02,SL1,2.410134529147982
sgRNA_35,rank02,SL2,1.4748704663212433
sgRNA_35,rank02,SL3,0.21422680412371134
sgRNA_35,rank02,TL,1.981938775510204
sgRNA_35,rank02,spacer,2.351648522550544
sgRNA_35,rank03,SL1,2.410134529147982
sgRNA_35,rank03,SL2,1.4748704663212433
sgRNA_35,rank03,SL3,0.21422680412371134
sgRNA_35,rank03,TL,1.981938775510204
sgRNA_35,rank03,spacer,2.351648522550544
sgRNA_35,rank04,SL1,2.410134529147982
sgRNA_35,rank04,SL2,1.4748704663212433
sgRNA_35,rank04,SL3,0.21422680412371134
sgRNA_35,rank04,TL,1.981938775510204
sgRNA_35,rank04,spacer,2.351648522550544
sgRNA_35,rank05,SL1,2.410134529147982
sgRNA_35,rank05,SL2,1.4748704663212433
sgRNA_35,rank05,SL3,0.21422680412371134
sgRNA_35,rank05,TL,1.981938775510204
sgRNA_35,rank05,spacer,2.351648522550544
sgRNA_35,rank06,SL1,2.410134529147982
sgRNA_35,rank06,SL2,1.4748704663212433
sgRNA_35,rank06,SL3,0.21422680412371134
sgRNA_35,rank06,TL,1.981938775510204
sgRNA_35,rank06,spacer,2.351648522550544
sgRNA_35,rank07,SL1,2.410134529147982
sgRNA_35,rank07,SL2,1.4748704663212433
sgRNA_35,rank07,SL3,0.21422680412371134
sgRNA_35,rank07,TL,1.981938775510204
sgRNA_35,rank07,spacer,2.351648522550544
sgRNA_35,rank08,SL1,2.410134529147982
sgRNA_35,rank08,SL2,1.4748704663212433
sgRNA_35,rank08,SL3,0.21422680412371134
sgRNA_35,rank08,TL,1.981938775510204
sgRNA_35,rank08,spacer,2.351648522550544
sgRNA_35,rank09,SL1,2.410134529147982
sgRNA_35,rank09,SL2,1.4748704663212433
sgRNA_35,rank09,SL3,0.21422680412371134
sgRNA_35,rank09,TL,1.981938775510204
sgRNA_35,rank09,spacer,2.351648522550544
sgRNA_35,rank10,SL1,2.410134529147982
sgRNA_35,rank10,SL2,1.4748704663212433
sgRNA_35,rank10,SL3,0.21422680412371134
sgRNA_35,rank10,TL,1.981938775510204
sgRNA_35,rank10,spacer,2.351648522550544
sgRNA_35,rank11,SL1,2.410134529147982
sgRNA_35,rank11,SL2,1.4748704663212433
sgRNA_35,rank11,SL3,0.21422680412371134
sgRNA_35,rank11,TL,1.981938775510204
sgRNA_35,rank11,spacer,2.351648522550544
sgRNA_35,rank12,SL1,2.410134529147982
sgRNA_35,rank12,SL2,1.4748704663212433
sgRNA_35,rank12,SL3,0.21422680412371134
sgRNA_35,rank12,TL,1.981938775510204
sgRNA_35,rank12,spacer,2.351648522550544
sgRNA_35,rank13,SL1,2.410134529147982
sgRNA_35,rank13,SL2,1.4748704663212433
sgRNA_35,rank13,SL3,0.21422680412371134
sgRNA_35,rank13,TL,1.981938775510204
sgRNA_35,rank13,spacer,2.351648522550544
sgRNA_36,rank01,SL1,1.4339013452914797
sgRNA_36,rank01,SL2,1.7021761658031087
sgRNA_36,rank01,SL3,-0.6597938144329897
sgRNA_36,rank01,TL,0.5812244897959183
sgRNA_36,rank01,spacer,1.8464241486068111
sgRNA_36,rank02,SL1,1.4339013452914797
sgRNA_36,rank02,SL2,1.7021761658031087
sgRNA_36,rank02,SL3,-0.6597938144329897
sgRNA_36,rank02,TL,0.5812244897959183
sgRNA_36,rank02,spacer,1.8464241486068111
sgRNA_36,rank03,SL1,1.4339013452914797
sgRNA_36,rank03,SL2,1.7021761658031087
sgRNA_36,rank03,SL3,-0.6597938144329897
sgRNA_36,rank03,TL,0.5812244897959183
sgRNA_36,rank03,spacer,1.8464241486068111
sgRNA_36,rank04,SL1,1.4339013452914797
sgRNA_36,rank04,SL2,1.7021761658031087
sgRNA_36,rank04,SL3,-0.6597938144329897
sgRNA_36,rank04,TL,0.5812244897959183
sgRNA_36,rank04,spacer,1.8464241486068111
sgRNA_36,rank05,SL1,1.4339013452914797
sgRNA_36,rank05,SL2,1.7021761658031087
sgRNA_36,rank05,SL3,-0.6597938144329897
sgRNA_36,rank05,TL,0.5812244897959183
sgRNA_36,rank05,spacer,1.8464241486068111
sgRNA_36,rank06,SL1,1.4339013452914797
sgRNA_36,rank06,SL2,1.7021761658031087
sgRNA_36,rank06,SL3,-0.6597938144329897
sgRNA_36,rank06,TL,0.5812244897959183
sgRNA_36,rank06,spacer,1.8464241486068111
sgRNA_36,rank07,SL1,1.4339013452914797
sgRNA_36,rank07,SL2,1.7021761658031087
sgRNA_36,rank07,SL3,-0.6597938144329897
sgRNA_36,rank07,TL,0.5812244897959183
sgRNA_36,rank07,spacer,1.8464241486068111
sgRNA_36,rank08,SL1,1.4339013452914797
sgRNA_36,rank08,SL2,1.7021761658031087
sgRNA_36,rank08,SL3,-0.6597938144329897
sgRNA_36,rank08,TL,0.5812244897959183
sgRNA_36,rank08,spacer,1.8464241486068111
sgRNA_36,rank09,SL1,1.4339013452914797
sgRNA_36,rank09,SL2,1.7021761658031087
sgRNA_36,rank09,SL3,-0.6597938144329897
sgRNA_36,rank09,TL,0.5812244897959183
sgRNA_36,rank09,spacer,1.8464241486068111
sgRNA_37,rank01,SL1,0.8822869955156951
sgRNA_37,rank01,SL2,1.3967875647668393
sgRNA_37,rank01,SL3,0.21092783505154641
sgRNA_37,rank01,TL,0.9441836734693878
sgRNA_37,rank01,spacer,1.0953894080996884
sgRNA_37,rank02,SL1,0.8822869955156951
sgRNA_37,rank02,SL2,1.3967875647668393
sgRNA_37,rank02,SL3,0.21092783505154641
sgRNA_37,rank02,TL,0.9441836734693878
sgRNA_37,rank02,spacer,1.0953894080996884
sgRNA_37,rank03,SL1,0.8822869955156951
sgRNA_37,rank03,SL2,1.3967875647668393
sgRNA_37,rank03,SL3,0.21092783505154641
sgRNA_37,rank03,TL,0.9441836734693878
sgRNA_37,rank03,spacer,1.0953894080996884
sgRNA_37,rank04,SL1,0.8822869955156951
sgRNA_37,rank04,SL2,1.3967875647668393
sgRNA_37,rank04,SL3,0.21092783505154641
sgRNA_37,rank04,TL,0.9441836734693878
sgRNA_37,rank04,spacer,1.0953894080996884
sgRNA_37,rank05,SL1,0.8822869955156951
sgRNA_37,rank05,SL2,1.3967875647668393
sgRNA_37,rank05,SL3,0.21092783505154641
sgRNA_37,rank05,TL,0.9441836734693878
sgRNA_37,rank05,spacer,1.0953894080996884
sgRNA_37,rank06,SL1,0.8822869955156951
sgRNA_37,rank06,SL2,1.3967875647668393
sgRNA_37,rank06,SL3,0.21092783505154641
sgRNA_37,rank06,TL,0.9441836734693878
sgRNA_37,rank06,spacer,1.0953894080996884
sgRNA_37,rank07,SL1,0.8822869955156951
sgRNA_37,rank07,SL2,1.3967875647668393
sgRNA_37,rank07,SL3,0.21092783505154641
sgRNA_37,rank07,TL,0.9441836734693878
sgRNA_37,rank07,spacer,1.0953894080996884
sgRNA_38,rank01,SL1,1.2218834080717489
sgRNA_38,rank01,SL2,1.8734715025906734
sgRNA_38,rank01,SL3,0.7092783505154638
sgRNA_38,rank01,TL,0.47806122448979593
sgRNA_38,rank01,spacer,1.3947384615384617
sgRNA_38,rank02,SL1,1.2218834080717489
sgRNA_38,rank02,SL2,1.8734715025906734
sgRNA_38,rank02,SL3,0.7092783505154638
sgRNA_38,rank02,TL,0.47806122448979593
sgRNA_38,rank02,spacer,1.3947384615384617
sgRNA_38,rank03,SL1,1.2218834080717489
sgRNA_38,rank03,SL2,1.8734715025906734
sgRNA_38,rank03,SL3,0.7092783505154638
sgRNA_38,rank03,TL,0.47806122448979593
sgRNA_38,rank03,spacer,1.3947384615384617
sgRNA_38,rank04,SL1,1.2218834080717489
sgRNA_38,rank04,SL2,1.8734715025906734
sgRNA_38,rank04,SL3,0.7092783505154638
sgRNA_38,rank04,TL,0.47806122448979593
sgRNA_38,rank04,spacer,1.3947384615384617
sgRNA_38,rank05,SL1,1.2218834080717489
sgRNA_38,rank05,SL2,1.8734715025906734
sgRNA_38,rank05,SL3,0.7092783505154638
sgRNA_38,rank05,TL,0.47806122448979593
sgRNA_38,rank05,spacer,1.3947384615384617
sgRNA_38,rank06,SL1,1.2218834080717489
sgRNA_38,rank06,SL2,1.8734715025906734
sgRNA_38,rank06,SL3,0.7092783505154638
sgRNA_38,rank06,TL,0.47806122448979593
sgRNA_38,rank06,spacer,1.3947384615384617
sgRNA_38,rank07,SL1,1.2218834080717489
sgRNA_38,rank07,SL2,1.8734715025906734
sgRNA_38,rank07,SL3,0.7092783505154638
sgRNA_38,rank07,TL,0.47806122448979593
sgRNA_38,rank07,spacer,1.3947384615384617
sgRNA_38,rank08,SL1,1.2218834080717489
sgRNA_38,rank08,SL2,1.8734715025906734
sgRNA_38,rank08,SL3,0.7092783505154638
sgRNA_38,rank08,TL,0.47806122448979593
sgRNA_38,rank08,spacer,1.3947384615384617
sgRNA_38,rank09,SL1,1.2218834080717489
sgRNA_38,rank09,SL2,1.8734715025906734
sgRNA_38,rank09,SL3,0.7092783505154638
sgRNA_38,rank09,TL,0.47806122448979593
sgRNA_38,rank09,spacer,1.3947384615384617
sgRNA_39,rank01,SL1,1.0754260089686098
sgRNA_39,rank01,SL2,1.460880829015544
sgRNA_39,rank01,SL3,1.495360824742268
sgRNA_39,rank01,TL,1.1277551020408163
sgRNA_39,rank01,spacer,1.5360815047021943
sgRNA_39,rank02,SL1,1.0754260089686098
sgRNA_39,rank02,SL2,1.460880829015544
sgRNA_39,rank02,SL3,1.495360824742268
sgRNA_39,rank02,TL,1.1277551020408163
sgRNA_39,rank02,spacer,1.5360815047021943
sgRNA_39,rank03,SL1,1.0754260089686098
sgRNA_39,rank03,SL2,1.460880829015544
sgRNA_39,rank03,SL3,1.495360824742268
sgRNA_39,rank03,TL,1.1277551020408163
sgRNA_39,rank03,spacer,1.5360815047021943
sgRNA_39,rank04,SL1,1.0754260089686098
sgRNA_39,rank04,SL2,1.460880829015544
sgRNA_39,rank04,SL3,1.495360824742268
sgRNA_39,rank04,TL,1.1277551020408163
sgRNA_39,rank04,spacer,1.5360815047021943
sgRNA_39,rank05,SL1,1.0754260089686098
sgRNA_39,rank05,SL2,1.460880829015544
sgRNA_39,rank05,SL3,1.495360824742268
sgRNA_39,rank05,TL,1.1277551020408163
sgRNA_39,rank05,spacer,1.5360815047021943
sgRNA_39,rank06,SL1,1.0754260089686098
sgRNA_39,rank06,SL2,1.460880829015544
sgRNA_39,rank06,SL3,1.495360824742268
sgRNA_39,rank06,TL,1.1277551020408163
sgRNA_39,rank06,spacer,1.5360815047021943
sgRNA_4,rank01,SL1,1.013542600896861
sgRNA_4,rank01,SL2,1.417979274611399
sgRNA_4,rank01,SL3,0.9460824742268041
sgRNA_4,rank01,TL,-0.15352040816326532
sgRNA_4,rank01,spacer,1.3927414330218069
sgRNA_4,rank02,SL1,1.013542600896861
sgRNA_4,rank02,SL2,1.417979274611399
sgRNA_4,rank02,SL3,0.9460824742268041
sgRNA_4,rank02,TL,-0.15352040816326532
